model,error_type,error_step,step_name,is_compound,compound_steps,severity,severity_physical,severity_physical_normalized,task_query,has_traces,delta_word_count,injection_position,n_sentences_affected,text_length_before,text_length_after,n_words_changed,length_change_ratio,n_nouns,n_adjs,n_verbs,n_advs,n_entities,survival_at_final,n_steps_propagated,combined_score,combined_score_v2,combined_score_v3,quality_score,keyword_score,assertion_score,is_valid,rubric_accuracy,rubric_completeness,rubric_coherence,rubric_usefulness,tfidf_similarity,precision,recall,f1,unigram_retention,bigram_retention,verify_detected,step_compression_mean,failure_rate
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1,"What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area?",True,9,0.386,1,119,126,7,1.0588235294117647,3,0,3,0,2,0.1,1,0.56,,,,0.0,1.0,1,,,,,0.8623,1.0,1.0,1.0,0.8333,0.7,0,2.201,0.23483483483483483
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.1,"What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area?",True,9,0.377,1,118,125,7,1.0593220338983051,3,0,3,0,2,0.3,1,0.48,,,,0.0,0.6666666666666666,1,,,,,0.6847,1.0,0.6667,0.8,0.75,0.5714,0,2.2237,0.34414414414414424
claude-3-haiku,factual,3,compose,False,,1,1.0,0.1667,"What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area?",True,9,0.333,1,78,85,7,1.0897435897435896,3,1,2,0,2,0.24,1,0.5299999999999999,,,,1.0,1.0,1,,,,,0.9538,0.75,1.0,0.8571,1.0,0.9571,0,2.1875,0.275825825825826
claude-3-haiku,factual,0,search,False,,1,1.0,0.0526,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,8,0.3,1,295,301,6,1.0203389830508474,2,1,2,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,0.5576,1.0,1.0,1.0,0.5882,0.381,0,3.9814,0.0
claude-3-haiku,factual,0,search,False,,1,1.0,0.0526,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,15,0.293,1,295,308,13,1.0440677966101695,3,1,4,1,1,0.225,5,0.94,,,,1.0,1.0,1,,,,,0.3754,1.0,1.0,1.0,0.5,0.1667,0,5.1209,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.0833,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,12,0.336,1,197,207,10,1.0507614213197969,3,2,4,0,2,0.1714,2,0.9272727272727272,,,,1.0,1.0,1,,,,,0.5783,1.0,1.0,1.0,0.6176,0.4286,0,3.9293,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.2,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,8,0.537,1,25,31,6,1.24,2,1,2,0,2,0.15,1,0.94,,,,1.0,0.5,1,,,,,0.3036,1.0,0.5,0.6667,0.2353,0.0952,0,4.1016,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.0833,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,11,0.335,1,197,206,9,1.0456852791878173,3,2,2,0,1,0.0,1,1.0,,,,1.0,1.0,1,,,,,0.99,1.0,1.0,1.0,1.0,1.0,0,3.9201,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.0833,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,12,0.336,1,197,207,10,1.0507614213197969,3,2,4,0,2,0.0,2,0.9314285714285715,,,,1.0,1.0,1,,,,,0.505,1.0,1.0,1.0,0.5,0.4286,0,3.8992,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.2,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,10,0.468,1,25,33,8,1.32,1,4,2,0,1,0.0,2,1.0,,,,1.0,0.5,1,,,,,0.3969,1.0,0.5,0.6667,0.2941,0.2143,0,4.2468,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.0833,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,11,0.339,1,197,206,9,1.0456852791878173,3,2,2,1,1,0.0857,1,0.9657142857142857,,,,1.0,1.0,1,,,,,0.99,1.0,1.0,1.0,1.0,1.0,0,3.9201,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.0833,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,8,0.345,1,197,203,6,1.0304568527918783,2,1,2,0,2,0.15,1,0.94,,,,1.0,1.0,1,,,,,0.5175,1.0,1.0,1.0,0.5294,0.5,0,3.917,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.0833,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,11,0.335,1,197,206,9,1.0456852791878173,3,2,2,0,1,0.0,1,1.0,,,,1.0,1.0,1,,,,,0.6076,1.0,1.0,1.0,0.6176,0.5238,0,3.9102,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.0833,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,10,0.341,1,197,205,8,1.0406091370558375,3,0,4,0,2,0.24,1,0.9040000000000001,,,,1.0,1.0,1,,,,,0.4739,1.0,1.0,1.0,0.4706,0.4048,0,3.9263,0.0
claude-3-haiku,factual,1,filter,False,,1,1.0,0.0833,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,8,0.345,1,197,203,6,1.0304568527918783,2,1,2,0,1,0.15,1,0.94,,,,1.0,1.0,1,,,,,0.6291,1.0,1.0,1.0,0.8824,0.6667,0,3.9302,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.0769,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,11,0.165,1,180,189,9,1.05,3,2,2,0,1,0.0,1,1.0,,,,1.0,1.0,1,,,,,0.5205,1.0,1.0,1.0,0.5294,0.5,0,3.9198,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.0769,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,8,0.164,1,187,193,6,1.032085561497326,2,1,2,0,2,0.0,1,0.94,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,3.9035,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.0769,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,10,0.161,1,187,195,8,1.0427807486631016,3,0,3,1,2,0.2,2,0.9200000000000002,,,,1.0,1.0,1,,,,,0.5127,1.0,1.0,1.0,0.5294,0.5,0,3.9222,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.0769,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,8,0.17,1,180,186,6,1.0333333333333334,2,1,2,0,2,0.0,1,0.94,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,3.8982,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.0769,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,15,0.157,1,190,203,13,1.068421052631579,3,1,4,1,1,0.225,5,0.94,,,,1.0,1.0,1,,,,,0.5121,1.0,1.0,1.0,0.5294,0.4762,0,3.9275,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.0769,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,10,0.162,1,187,195,8,1.0427807486631016,3,0,4,0,2,0.24,1,0.9040000000000001,,,,1.0,1.0,1,,,,,0.5525,1.0,1.0,1.0,0.6176,0.4524,0,3.9311,0.0
claude-3-haiku,factual,2,summarize,False,,1,1.0,0.0769,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,12,0.165,1,180,190,10,1.0555555555555556,2,1,3,1,2,0.0,1,1.0,,,,1.0,1.0,1,,,,,0.5217,1.0,1.0,1.0,0.5294,0.5,0,3.9059,0.0
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,8,0.425,1,46,52,6,1.1304347826086956,2,1,2,0,2,0.0,1,0.39999999999999997,,,,1.0,1.0,1,,,,,0.9381,0.5,1.0,0.6667,1.0,0.9762,0,3.8912,0.45345345345345356
claude-3-haiku,factual,3,compose,False,,1,1.0,0.3333,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,8,0.425,1,46,52,6,1.1304347826086956,2,1,2,0,2,0.0,1,0.39999999999999997,,,,1.0,1.0,1,,,,,0.9381,0.5,1.0,0.6667,1.0,0.9762,0,3.8912,0.45345345345345356
claude-3-haiku,factual,3,compose,False,,1,1.0,0.25,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",True,8,0.674,1,62,68,6,1.096774193548387,2,1,2,0,1,0.15,1,0.39999999999999997,,,,1.0,1.0,1,,,,,0.8687,0.5,1.0,0.6667,1.0,1.0,0,3.9101,0.45345345345345356
claude-3-haiku,factual,0,search,True,"[0, 1]",2,2.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,43,0.298,2,173,190,17,1.0982658959537572,9,5,15,4,3,0.0,3,0.9000000000000001,,,,0.0,0.75,1,,,,,0.6664,1.0,0.75,0.8571,0.9091,0.7273,0,4.3641,0.0
claude-3-haiku,factual,0,search,True,"[0, 1]",2,2.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,37,0.311,2,173,184,11,1.0635838150289016,10,3,12,3,3,0.0,4,0.814,,,,1.0,1.0,1,,,,,0.377,0.8,1.0,0.8889,0.6364,0.4545,0,4.289,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,34,0.311,2,173,184,11,1.0635838150289016,12,3,12,2,2,0.0,3,0.9657142857142857,,,,1.0,1.0,1,,,,,0.3487,1.0,1.0,1.0,0.6364,0.4545,0,4.2624,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,43,0.298,2,173,190,17,1.0982658959537572,9,5,15,4,3,0.0,2,0.9000000000000001,,,,0.0,0.75,1,,,,,0.6664,1.0,0.75,0.8571,0.9091,0.7273,0,4.3835,0.0
claude-3-haiku,factual,0,search,True,"[0, 3]",2,2.0,0.125,Were Scott Derrickson and Ed Wood of the same nationality?,True,42,0.298,2,173,192,19,1.1098265895953756,11,3,11,5,3,0.0,4,0.3270270270270271,,,,0.0,0.5,1,,,,,0.3808,0.5,0.5,0.5,0.9091,0.6364,0,4.4031,0.5531612693774856
claude-3-haiku,factual,1,filter,True,"[1, 2]",2,2.0,0.2,Were Scott Derrickson and Ed Wood of the same nationality?,True,44,0.497,2,90,108,18,1.2,10,5,12,5,3,0.0,2,0.9000000000000001,,,,0.0,0.75,1,,,,,0.6664,1.0,0.75,0.8571,0.9091,0.7273,0,4.0672,0.0
claude-3-haiku,factual,1,filter,True,"[1, 3]",2,2.0,0.2,Were Scott Derrickson and Ed Wood of the same nationality?,True,34,0.542,2,90,101,11,1.1222222222222222,12,3,12,2,2,0.0,4,0.7285714285714286,,,,0.0,0.75,1,,,,,0.3648,1.0,0.75,0.8571,0.6364,0.5455,0,4.0871,0.004504504504504488
claude-3-haiku,factual,0,search,True,"[0, 1]",2,2.0,0.1176,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,45,0.298,2,207,223,16,1.077294685990338,10,4,12,6,2,0.1059,2,0.9576470588235295,,,,1.0,1.0,1,,,,,0.6083,1.0,1.0,1.0,0.9048,0.5769,0,3.0275,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.1176,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,37,0.297,2,207,222,15,1.0724637681159421,12,2,12,2,3,0.16,5,0.968,,,,1.0,0.5,1,,,,,0.5236,1.0,0.5,0.6667,0.7143,0.5385,0,3.0339,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.1176,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,44,0.29,2,207,226,19,1.0917874396135265,10,6,10,5,3,0.048,5,0.9789473684210528,,,,1.0,1.0,1,,,,,0.7815,1.0,1.0,1.0,0.9048,0.6923,0,3.0463,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.1176,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,45,0.298,2,207,223,16,1.077294685990338,10,4,12,6,2,0.1059,3,0.9576470588235295,,,,1.0,1.0,1,,,,,0.7581,1.0,1.0,1.0,0.9524,0.7308,0,2.9949,0.0
claude-3-haiku,factual,0,search,True,"[0, 3]",2,2.0,0.1176,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,49,0.294,2,207,226,19,1.0917874396135265,12,3,11,7,4,0.0682,5,0.7462962962962963,,,,1.0,0.5,1,,,,,0.511,0.5,0.5,0.5,0.7619,0.5,0,3.0517,0.0
claude-3-haiku,factual,0,search,True,"[0, 3]",2,2.0,0.1176,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,44,0.29,2,207,226,19,1.0917874396135265,10,6,10,5,3,0.0488,5,0.9040000000000001,,,,1.0,1.0,1,,,,,0.6897,1.0,1.0,1.0,0.9524,0.6923,0,2.9988,0.0
claude-3-haiku,factual,1,filter,True,"[1, 2]",2,2.0,0.1818,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,44,0.386,2,122,143,21,1.1721311475409837,12,6,12,3,2,0.0,3,1.0,,,,1.0,1.0,1,,,,,0.7647,1.0,1.0,1.0,0.8571,0.7692,0,2.8591,0.0
claude-3-haiku,factual,1,filter,True,"[1, 2]",2,2.0,0.1818,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,45,0.415,2,125,141,16,1.128,10,4,12,6,2,0.1059,3,0.9576470588235295,,,,1.0,1.0,1,,,,,0.966,1.0,1.0,1.0,0.9524,0.8462,0,2.9206,0.0
claude-3-haiku,factual,1,filter,True,"[1, 3]",2,2.0,0.1818,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,True,45,0.394,2,125,145,20,1.16,17,3,8,3,2,0.0,4,0.755263157894737,,,,1.0,1.0,1,,,,,0.6112,0.6667,1.0,0.8,0.7619,0.4615,0,2.8163,0.0
claude-3-haiku,factual,1,filter,True,"[1, 2]",2,2.0,0.2,"What science fantasy young adult series, told in first person, has a set of companion books narrating the stories of enslaved worlds and alien species?",True,47,0.461,2,143,164,21,1.1468531468531469,14,6,14,3,5,0.0429,2,0.9285714285714286,,,,1.0,1.0,1,,,,,0.2238,1.0,1.0,1.0,0.4,0.0435,0,2.7845,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.1176,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,True,38,0.226,2,270,287,17,1.0629629629629629,7,6,8,5,2,0.0,3,0.8,,,,0.0,0.5,1,,,,,0.6641,1.0,0.5,0.6667,0.7436,0.5909,0,5.125,0.0
claude-3-haiku,factual,1,filter,True,"[1, 3]",2,2.0,0.1667,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,True,40,0.3,2,186,202,16,1.086021505376344,7,2,9,6,4,0.0,2,0.28461538461538466,,,,0.0,0.5,1,,,,,0.6654,0.5,0.5,0.5,0.8718,0.7727,0,4.8176,0.611111111111111
claude-3-haiku,factual,1,filter,True,"[1, 3]",2,2.0,0.1667,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,True,34,0.299,2,186,200,14,1.075268817204301,12,2,9,3,2,0.0,2,0.6833333333333335,,,,1.0,0.75,1,,,,,0.6585,0.75,0.75,0.75,0.7436,0.5682,0,4.8025,0.06631631631631622
claude-3-haiku,factual,1,filter,True,"[1, 3]",2,2.0,0.1667,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,True,36,0.301,2,186,201,15,1.0806451612903225,8,2,8,4,2,0.0,2,0.686,,,,1.0,0.75,1,,,,,0.6278,0.75,0.75,0.75,0.7692,0.5909,0,4.8,0.06267267267267268
claude-3-haiku,factual,0,search,True,"[0, 1]",2,2.0,0.1176,"The director of the romantic comedy ""Big Stone Gap"" is based in what New York city?",True,46,0.253,2,269,287,18,1.066914498141264,21,5,8,4,8,0.1471,5,0.8909090909090909,,,,1.0,1.0,1,,,,,0.4239,1.0,1.0,1.0,0.4468,0.3333,0,4.1005,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.1176,"The director of the romantic comedy ""Big Stone Gap"" is based in what New York city?",True,45,0.251,2,269,288,19,1.070631970260223,15,6,9,3,5,0.0968,4,0.9310344827586208,,,,1.0,1.0,1,,,,,0.3797,1.0,1.0,1.0,0.383,0.193,0,4.0878,0.0
claude-3-haiku,factual,1,filter,True,"[1, 3]",2,2.0,0.1818,"The director of the romantic comedy ""Big Stone Gap"" is based in what New York city?",True,46,0.148,2,179,197,18,1.100558659217877,21,5,8,4,8,0.1389,4,0.7000000000000001,,,,1.0,1.0,1,,,,,0.4869,0.8333,1.0,0.9091,0.5319,0.3684,0,3.8886,0.043543543543543534
claude-3-haiku,factual,1,filter,True,"[1, 3]",2,2.0,0.1818,"The director of the romantic comedy ""Big Stone Gap"" is based in what New York city?",True,45,0.146,2,179,198,19,1.106145251396648,15,6,9,3,5,0.06,3,0.24000000000000005,,,,0.0,0.4,1,,,,,0.5017,0.5,0.4,0.4444,0.5106,0.3333,0,3.8495,0.6720720720720721
claude-3-haiku,factual,0,search,True,"[0, 1]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,42,0.464,2,512,531,19,1.037109375,11,4,13,3,4,0.0261,3,0.9866666666666668,,,,1.0,1.0,1,,,,,0.7881,1.0,1.0,1.0,0.8,0.6667,0,6.5141,0.0
claude-3-haiku,factual,0,search,True,"[0, 1]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,47,0.461,2,512,535,23,1.044921875,16,8,10,2,7,0.1429,2,0.9542857142857144,,,,1.0,1.0,1,,,,,0.89,1.0,1.0,1.0,1.0,0.8205,0,6.5779,0.0
claude-3-haiku,factual,0,search,True,"[0, 1]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.465,2,512,529,17,1.033203125,15,9,8,2,4,0.0769,2,0.9712000000000001,,,,1.0,1.0,1,,,,,0.9142,1.0,1.0,1.0,0.9667,0.8205,0,6.5083,0.0
claude-3-haiku,factual,0,search,True,"[0, 1]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.468,2,512,528,16,1.03125,16,7,10,2,6,0.0667,3,0.9692307692307693,,,,1.0,0.5,1,,,,,0.6673,1.0,0.5,0.6667,0.6,0.3333,0,6.473,0.0
claude-3-haiku,factual,0,search,True,"[0, 1]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.463,2,512,533,21,1.041015625,13,4,10,5,4,0.0857,2,0.9757575757575758,,,,1.0,1.0,1,,,,,0.8075,1.0,1.0,1.0,0.8,0.6154,0,6.5937,0.0
claude-3-haiku,factual,0,search,True,"[0, 1]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.462,2,512,531,19,1.037109375,15,9,11,1,4,0.05,2,0.9741935483870969,,,,1.0,1.0,1,,,,,0.7881,1.0,1.0,1.0,0.8,0.6667,0,6.5628,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,42,0.464,2,512,531,19,1.037109375,11,4,13,3,4,0.0261,2,0.9866666666666668,,,,1.0,1.0,1,,,,,0.8159,1.0,1.0,1.0,0.8,0.7179,0,6.5547,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,45,0.464,2,512,530,18,1.03515625,21,5,8,2,9,0.0741,2,0.5680000000000001,,,,0.0,0.5,1,,,,,0.781,1.0,0.5,0.6667,0.6333,0.6667,0,6.4965,0.22390390390390388
claude-3-haiku,factual,0,search,True,"[0, 1]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,42,0.466,2,512,528,16,1.03125,13,10,7,2,5,0.1081,2,0.94,,,,1.0,1.0,1,,,,,0.6497,1.0,1.0,1.0,0.7333,0.6154,0,6.4921,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,47,0.461,2,512,535,23,1.044921875,16,8,10,2,7,0.0968,2,0.5703703703703704,,,,0.0,0.5,1,,,,,0.9229,1.0,0.5,0.6667,0.9333,0.8462,0,6.5448,0.22066510955399846
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.468,2,512,528,16,1.03125,16,7,10,2,6,0.0,2,0.9703703703703703,,,,1.0,1.0,1,,,,,0.8494,1.0,1.0,1.0,0.7,0.7179,0,6.4814,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.465,2,512,529,17,1.033203125,15,9,8,2,4,0.0789,2,0.9712000000000001,,,,1.0,1.0,1,,,,,0.8981,1.0,1.0,1.0,0.9333,0.7692,0,6.5101,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.463,2,512,533,21,1.041015625,13,4,10,5,4,0.0857,2,0.9714285714285715,,,,1.0,1.0,1,,,,,0.7833,1.0,1.0,1.0,0.8,0.641,0,6.571,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.462,2,512,531,19,1.037109375,15,9,11,1,4,0.0541,2,0.9750000000000001,,,,1.0,1.0,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,6.5003,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,42,0.464,2,512,529,17,1.033203125,16,6,9,2,6,0.0588,2,0.9538461538461538,,,,1.0,1.0,1,,,,,0.771,1.0,1.0,1.0,0.7,0.6667,0,6.4962,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,42,0.466,2,512,528,16,1.03125,13,10,7,2,5,0.1081,2,0.96,,,,1.0,1.0,1,,,,,0.7881,1.0,1.0,1.0,0.8,0.6667,0,6.4951,0.0
claude-3-haiku,factual,0,search,True,"[0, 2]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,45,0.462,2,512,532,20,1.0390625,17,7,9,2,4,0.048,2,0.9757575757575758,,,,1.0,1.0,1,,,,,0.8238,1.0,1.0,1.0,0.8,0.7436,0,6.5874,0.0
claude-3-haiku,factual,0,search,True,"[0, 3]",2,2.0,0.0625,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.462,2,512,531,19,1.037109375,15,9,11,1,4,0.05,2,0.6986486486486486,,,,1.0,1.0,1,,,,,0.698,0.6667,1.0,0.8,0.8,0.641,0,6.6057,0.0453899845791739
claude-3-haiku,factual,1,filter,True,"[1, 2]",2,2.0,0.1538,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,42,0.352,2,140,159,19,1.1357142857142857,11,4,13,3,4,0.027,2,0.9862068965517241,,,,1.0,1.0,1,,,,,0.7968,1.0,1.0,1.0,0.8,0.6923,0,6.2928,0.0
claude-3-haiku,factual,1,filter,True,"[1, 2]",2,2.0,0.1538,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.361,2,140,156,16,1.1142857142857143,16,7,10,2,6,0.0632,2,0.9666666666666668,,,,1.0,1.0,1,,,,,0.793,1.0,1.0,1.0,0.7,0.641,0,6.39,0.0
claude-3-haiku,factual,1,filter,True,"[1, 2]",2,2.0,0.1538,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.355,2,140,157,17,1.1214285714285714,15,9,8,2,4,0.0769,2,0.9712000000000001,,,,1.0,1.0,1,,,,,0.7592,1.0,1.0,1.0,0.7,0.6154,0,6.3712,0.0
claude-3-haiku,factual,1,filter,True,"[1, 2]",2,2.0,0.1538,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.351,2,140,161,21,1.15,13,4,10,5,4,0.0909,2,0.9757575757575758,,,,1.0,1.0,1,,,,,0.758,1.0,1.0,1.0,0.7667,0.5641,0,6.2959,0.0
claude-3-haiku,factual,1,filter,True,"[1, 2]",2,2.0,0.1429,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.317,2,153,172,19,1.1241830065359477,15,9,11,1,4,0.05,2,0.9741935483870969,,,,1.0,1.0,1,,,,,0.7881,1.0,1.0,1.0,0.8,0.6667,0,6.3145,0.0
claude-3-haiku,factual,1,filter,True,"[1, 2]",2,2.0,0.1538,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,42,0.353,2,140,157,17,1.1214285714285714,16,6,9,2,6,0.0,2,0.9724137931034482,,,,1.0,1.0,1,,,,,0.8494,1.0,1.0,1.0,0.7,0.7179,0,6.3084,0.0
claude-3-haiku,factual,1,filter,True,"[1, 2]",2,2.0,0.1538,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,45,0.347,2,140,160,20,1.1428571428571428,17,7,9,2,4,0.0,2,0.9757575757575758,,,,1.0,1.0,1,,,,,0.8494,1.0,1.0,1.0,0.7,0.7179,0,6.2915,0.0
claude-3-haiku,factual,1,filter,True,"[1, 3]",2,2.0,0.1538,2014 S/S is the debut album of a South Korean boy group that was formed by who?,True,44,0.347,2,140,159,19,1.1357142857142857,15,9,11,1,4,0.1,3,0.6986486486486486,,,,1.0,1.0,1,,,,,0.698,0.6667,1.0,0.8,0.8,0.641,0,6.3272,0.0453899845791739
claude-3-haiku,factual,0,search,True,"[0, 1]",2,2.0,0.125,"What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area?",True,44,0.299,2,250,267,17,1.068,12,4,10,4,5,0.1263,2,0.5494736842105263,,,,0.0,1.0,1,,,,,0.9708,1.0,1.0,1.0,1.0,0.8714,0,2.313,0.24921763869132293
claude-3-haiku,factual,0,search,True,"[0, 1]",2,2.0,0.125,"What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area?",True,45,0.295,2,250,272,22,1.088,11,4,10,5,5,0.048,2,0.5712,,,,0.0,1.0,1,,,,,0.9311,1.0,1.0,1.0,1.0,0.9429,0,2.3402,0.21953153153153154
